,step,Validation/Accuracy_agri,Validation/Accuracy_barrenland,Validation/Accuracy_grassland,Validation/Accuracy_urban,epoch,lr-Adam,train_accuracy_epoch,train_accuracy_step,train_loss_epoch,train_loss_step,val_accuracy,val_loss
73,699,,,,,"[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]",,,"[1.0, 0.96875, 1.0, 1.0, 1.0, 1.0, 0.96875]",,"[0.04970145225524902, 0.05703000724315643, 0.004332222044467926, 0.00530199334025383, 0.008218180388212204, 0.023678407073020935, 0.04007525369524956]",,
74,709,,,,,"[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]",,,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.96875, 1.0]",,"[0.052278995513916016, 0.009466957300901413, 0.0011677592992782593, 0.00945751741528511, 0.037063952535390854, 0.06932701170444489, 0.0033538751304149628]",,
75,719,,,,,"[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]",,,"[1.0, 1.0, 1.0, 1.0, 0.96875, 1.0, 0.9375]",,"[0.0043046846985816956, 0.027629349380731583, 0.033890046179294586, 0.0028858445584774017, 0.15383601188659668, 0.0059545040130615234, 0.11251318454742432]",,
76,729,,,,,"[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]",,,"[1.0, 1.0, 0.9375, 1.0, 0.96875, 1.0, 0.96875]",,"[0.017626579850912094, 0.04163531959056854, 0.16889338195323944, 0.01431233435869217, 0.08499562740325928, 0.00713745504617691, 0.06415890157222748]",,
77,739,,,,,"[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]",,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",,"[0.02943429723381996, 0.06869924068450928, 0.00534428283572197, 0.0025952719151973724, 0.00925103947520256, 0.007741808891296387, 0.058413658291101456]",,
78,749,,,,,"[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]",,,"[1.0, 0.90625, 0.875, 0.96875, 1.0, 1.0, 1.0]",,"[0.0009549446403980255, 0.19476568698883057, 0.42768749594688416, 0.04288109764456749, 0.00198519229888916, 0.006376214325428009, 0.014264065772294998]",,
79,759,,,,,"[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]",,,"[1.0, 1.0, 1.0, 1.0, 0.96875, 1.0, 1.0]",,"[0.003634706139564514, 0.007353052496910095, 0.003378920257091522, 0.016890324652194977, 0.09101223945617676, 0.006886962801218033, 0.008569605648517609]",,
80,769,,,,,"[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]",,,"[1.0, 1.0, 1.0, 1.0, 0.96875, 1.0, 1.0]",,"[0.005012985318899155, 0.058706700801849365, 0.009026214480400085, 0.015269901603460312, 0.04038633778691292, 0.0240463986992836, 0.006012119352817535]",,
81,779,,,,,"[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]",,,"[1.0, 1.0, 1.0, 1.0, 0.90625, 0.96875, 1.0]",,"[0.005683228373527527, 0.018184684216976166, 0.0027633309364318848, 0.004463832825422287, 0.2900606393814087, 0.06060945615172386, 0.008325893431901932]",,
82,789,,,,,"[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]",,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",,"[0.0026370547711849213, 0.002584639936685562, 0.002337254583835602, 0.0015110410749912262, 0.013413261622190475, 0.05242452025413513, 0.01271803304553032]",,
83,799,"[0.9960681796073914, 0.9826732873916626, 0.9902557730674744, 0.8529411554336548, 0.9554455280303955, 0.9743589758872986, 0.9986894130706787]","[1.0, 1.0, 0.9926918148994446, 0.9618226885795593, 0.9924050569534302, 0.997474730014801, 1.0]","[0.995055615901947, 0.995121955871582, 0.9798927903175354, 0.9474969506263733, 0.990231990814209, 0.9935897588729858, 0.9876695275306702]","[0.998769998550415, 0.996221661567688, 0.9975369572639465, 0.9974586963653564, 0.9897828698158264, 0.990111231803894, 0.995006263256073]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]",,"[0.9964062571525574, 0.9957031011581421, 0.9885156154632568, 0.9616405963897705, 0.9803125262260437, 0.9896093606948853, 0.9900781512260437]","[1.0, 1.0, 1.0, 0.9375, 1.0, 0.96875, 1.0]","[0.013230107724666595, 0.01425305288285017, 0.03972936421632767, 0.12717585265636444, 0.05724266916513443, 0.036488667130470276, 0.031240170821547508]","[0.00913766399025917, 0.011604934930801392, 0.00203699991106987, 0.1483747363090515, 0.0006120279431343079, 0.04819939285516739, 0.02313857153058052]","[0.9975000023841858, 0.9934375286102295, 0.9903125166893005, 0.9403125047683716, 0.9818750023841858, 0.9887499809265137, 0.995312511920929]","[0.009107831865549088, 0.018711498007178307, 0.03246714174747467, 0.16874068975448608, 0.05691041424870491, 0.029721584171056747, 0.01633087359368801]"
84,800,,,,,,"[9.999999747378752e-05, 9.999999747378752e-05, 9.999999747378752e-05, 9.999999747378752e-05, 9.999999747378752e-05, 9.999999747378752e-05, 9.999999747378752e-05]",,,,,,
85,809,,,,,"[4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0]",,,"[1.0, 0.96875, 1.0, 1.0, 0.96875, 1.0, 1.0]",,"[0.005276098847389221, 0.027580011636018753, 0.0018254667520523071, 0.0037101134657859802, 0.07612740993499756, 0.0023055337369441986, 0.0010995715856552124]",,
86,819,,,,,"[4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0]",,,"[1.0, 1.0, 1.0, 1.0, 0.96875, 0.9375, 1.0]",,"[0.005556341260671616, 0.0013930127024650574, 0.015485581010580063, 0.0009306371212005615, 0.09436631202697754, 0.13065595924854279, 0.0012759454548358917]",,
87,829,,,,,"[4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0]",,,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.90625, 1.0]",,"[0.0007158592343330383, 0.0014227516949176788, 0.009471312165260315, 0.002974487841129303, 0.0040456317365169525, 0.19297420978546143, 0.03561896085739136]",,
88,839,,,,,"[4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0]",,,"[1.0, 0.9375, 1.0, 1.0, 1.0, 1.0, 1.0]",,"[0.033797092735767365, 0.13297176361083984, 0.009237010031938553, 0.0007763244211673737, 0.025002140551805496, 0.0063827745616436005, 0.003011450171470642]",,
89,849,,,,,"[4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0]",,,"[1.0, 0.96875, 0.96875, 1.0, 1.0, 1.0, 1.0]",,"[0.003218337893486023, 0.05877384543418884, 0.06387992203235626, 0.0007609501481056213, 0.0067413076758384705, 0.001509111374616623, 0.011332165449857712]",,
90,859,,,,,"[4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0]",,,"[1.0, 1.0, 0.96875, 1.0, 0.96875, 0.96875, 1.0]",,"[0.008157994598150253, 0.000948980450630188, 0.04246334731578827, 0.0003870725631713867, 0.12004832923412323, 0.10437367856502533, 0.02779698371887207]",,
91,869,,,,,"[4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0]",,,"[1.0, 1.0, 0.9375, 1.0, 1.0, 1.0, 1.0]",,"[0.0007258355617523193, 0.0021153129637241364, 0.3016993999481201, 0.002832934260368347, 0.00662105530500412, 0.011619091033935547, 0.0178983137011528]",,
92,879,,,,,"[4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0]",,,"[1.0, 1.0, 0.9375, 1.0, 1.0, 1.0, 0.96875]",,"[0.007461197674274445, 0.02229677140712738, 0.18293887376785278, 0.00106116384267807, 0.002771195024251938, 0.0018649548292160034, 0.049140118062496185]",,
93,889,,,,,"[4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0]",,,"[1.0, 1.0, 0.96875, 1.0, 0.875, 0.96875, 1.0]",,"[0.008507192134857178, 0.00039650872349739075, 0.046441592276096344, 0.00618584081530571, 0.27300798892974854, 0.08347892761230469, 0.043384093791246414]",,
94,899,,,,,"[4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0]",,,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.96875, 0.96875]",,"[0.00032067298889160156, 0.017715532332658768, 0.013995859771966934, 0.0072400569915771484, 0.0018644481897354126, 0.050495393574237823, 0.08887577056884766]",,
95,909,,,,,"[4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0]",,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",,"[0.047358036041259766, 0.011520974338054657, 0.008594222366809845, 0.0038913004100322723, 0.0013363733887672424, 0.0010296255350112915, 0.0021580904722213745]",,
96,919,,,,,"[4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0]",,,"[1.0, 1.0, 1.0, 1.0, 0.96875, 1.0, 0.9375]",,"[0.00037376582622528076, 0.0013021938502788544, 0.0025521963834762573, 0.007269412279129028, 0.06874191015958786, 0.0038644075393676758, 0.1564176082611084]",,
97,929,,,,,"[4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0]",,,"[1.0, 1.0, 0.96875, 1.0, 1.0, 0.96875, 0.96875]",,"[0.011576779186725616, 0.005700964480638504, 0.09699493646621704, 0.012827001512050629, 0.001280173659324646, 0.026775263249874115, 0.10079015791416168]",,
98,939,,,,,"[4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0]",,,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.9375, 0.96875]",,"[0.0046491846442222595, 0.0035679787397384644, 0.02512635663151741, 0.004468109458684921, 0.023456495255231857, 0.1257355809211731, 0.06195443123579025]",,
99,949,,,,,"[4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0]",,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.96875]",,"[0.020860198885202408, 0.0007130056619644165, 0.018673866987228394, 0.03356444835662842, 0.000797610729932785, 0.0060244351625442505, 0.07278454303741455]",,
100,959,,,,,"[4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0]",,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",,"[0.0007217712700366974, 0.0032004714012145996, 0.005090642720460892, 0.05500394105911255, 0.002214200794696808, 0.0029375217854976654, 0.0035481005907058716]",,
101,969,,,,,"[4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0]",,,"[1.0, 0.96875, 0.9375, 0.96875, 1.0, 1.0, 0.96875]",,"[0.030618079006671906, 0.03828867897391319, 0.19392767548561096, 0.03920210897922516, 0.0019363760948181152, 0.005117818713188171, 0.0950411856174469]",,
102,979,,,,,"[4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0]",,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",,"[0.020352434366941452, 0.006058696657419205, 0.04593709111213684, 0.0056143999099731445, 0.01020209863781929, 0.022092778235673904, 0.0011765547096729279]",,
103,989,,,,,"[4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0]",,,"[1.0, 0.96875, 1.0, 1.0, 1.0, 1.0, 0.96875]",,"[0.006522417068481445, 0.07409454137086868, 0.0007061287760734558, 0.002340417355298996, 0.00042591243982315063, 0.021632898598909378, 0.0993172824382782]",,
104,999,"[0.9973787665367126, 0.9890109896659851, 0.9764851331710815, 1.0, 0.9962871074676514, 0.9476248621940613, 0.9015344977378845]","[1.0, 1.0, 0.9835442900657654, 0.9975757598876953, 0.9974293112754822, 0.9975639581680298, 0.953201949596405]","[0.995055615901947, 0.9948717951774597, 0.9841269850730896, 0.9889025688171387, 0.992682933807373, 0.9919571280479431, 0.980463981628418]","[0.998769998550415, 0.990111231803894, 0.984674334526062, 0.995006263256073, 0.99370276927948, 1.0, 1.0]","[4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0]",,"[0.997265636920929, 0.993359386920929, 0.9916406273841858, 0.9944531321525574, 0.9962499737739563, 0.9930468797683716, 0.9686718583106995]","[1.0, 0.9375, 0.96875, 0.96875, 1.0, 1.0, 1.0]","[0.01045051496475935, 0.02503025531768799, 0.025309819728136063, 0.01962861232459545, 0.01313154585659504, 0.020074859261512756, 0.09912674874067307]","[0.01068923994898796, 0.10127124190330505, 0.0699925422668457, 0.08075599372386932, 0.01250336691737175, 0.0028550177812576294, 0.05013000965118408]","[0.9978125095367432, 0.9934375286102295, 0.9821875095367432, 0.995312511920929, 0.9950000047683716, 0.9840624928474426, 0.9590625166893005]","[0.009514333680272102, 0.02154426835477352, 0.061404529958963394, 0.019472654908895493, 0.022333743050694466, 0.04627121984958649, 0.12658779323101044]"
105,1000,,,,,,"[9.999999747378752e-05, 9.999999747378752e-05, 9.999999747378752e-05, 9.999999747378752e-05, 9.999999747378752e-05, 9.999999747378752e-05, 9.999999747378752e-05]",,,,,,
106,1009,,,,,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]",,,"[1.0, 1.0, 0.96875, 1.0, 0.96875, 1.0, 1.0]",,"[0.004066489636898041, 0.0035442449152469635, 0.026206649839878082, 0.0010573603212833405, 0.05094665288925171, 0.002580855041742325, 0.007023513317108154]",,
107,1019,,,,,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]",,,"[1.0, 1.0, 1.0, 1.0, 0.96875, 1.0, 0.9375]",,"[0.0014995746314525604, 0.004077747464179993, 0.004071127623319626, 0.012740131467580795, 0.120891273021698, 0.0047012194991111755, 0.16095632314682007]",,
108,1029,,,,,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]",,,"[1.0, 0.96875, 1.0, 0.90625, 1.0, 1.0, 1.0]",,"[0.005274306982755661, 0.13058270514011383, 0.0017492808401584625, 0.20371723175048828, 0.025508161634206772, 0.007397551089525223, 0.006939571350812912]",,
109,1039,,,,,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]",,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.96875]",,"[0.009648699313402176, 0.000695694237947464, 0.005957748740911484, 0.0003563016653060913, 0.021583810448646545, 0.013022750616073608, 0.12959447503089905]",,
110,1049,,,,,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]",,,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.96875, 1.0]",,"[0.00042951852083206177, 0.007777251303195953, 0.0015499517321586609, 0.0018047168850898743, 0.0027230456471443176, 0.10713934898376465, 0.0005738027393817902]",,
111,1059,,,,,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]",,,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.96875, 1.0]",,"[2.780929207801819e-05, 0.0064329952001571655, 0.011865653097629547, 0.015004321932792664, 0.026306480169296265, 0.0703105628490448, 0.008545275777578354]",,
112,1069,,,,,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]",,,"[1.0, 0.96875, 1.0, 1.0, 0.96875, 0.96875, 1.0]",,"[0.0006896071135997772, 0.09434059262275696, 0.0003208927810192108, 0.0014219656586647034, 0.02937379851937294, 0.040378354489803314, 0.0007867291569709778]",,
113,1079,,,,,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]",,,"[0.96875, 1.0, 1.0, 1.0, 0.96875, 0.96875, 1.0]",,"[0.05055348202586174, 0.004610635340213776, 0.005647297948598862, 0.0041189491748809814, 0.1646910160779953, 0.07490301132202148, 0.002045832574367523]",,
114,1089,,,,,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]",,,"[0.96875, 1.0, 1.0, 1.0, 1.0, 0.96875, 0.96875]",,"[0.0247853584587574, 0.007704343646764755, 0.0026880204677581787, 0.006280101835727692, 0.009532328695058823, 0.05011016130447388, 0.028724540024995804]",,
115,1099,,,,,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]",,,"[0.96875, 0.96875, 1.0, 1.0, 1.0, 1.0, 1.0]",,"[0.2108750194311142, 0.10318678617477417, 0.006020117551088333, 0.001139722764492035, 0.019840508699417114, 0.016590487211942673, 0.0007846541702747345]",,
116,1109,,,,,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]",,,"[1.0, 1.0, 1.0, 1.0, 0.96875, 1.0, 1.0]",,"[0.011506270617246628, 0.01693679392337799, 0.04471486806869507, 0.0015139244496822357, 0.06810031831264496, 0.005636643618345261, 0.03857577592134476]",,
117,1119,,,,,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]",,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.90625]",,"[0.0060890838503837585, 0.00364544615149498, 0.02769792452454567, 0.006369009613990784, 0.0015539489686489105, 0.009687412530183792, 0.18796321749687195]",,
118,1129,,,,,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]",,,"[0.96875, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",,"[0.07596224546432495, 0.005083147436380386, 0.0033735893666744232, 0.001787327229976654, 0.0033235959708690643, 0.0006770752370357513, 0.001879822462797165]",,
119,1139,,,,,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]",,,"[0.90625, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",,"[0.32000988721847534, 0.0055544376373291016, 0.0010919570922851562, 0.005791850388050079, 0.027837485074996948, 0.0026472359895706177, 0.01527509093284607]",,
120,1149,,,,,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]",,,"[0.96875, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",,"[0.08180898427963257, 0.010993912816047668, 0.006923586130142212, 0.005901414901018143, 0.0007544048130512238, 0.00026904791593551636, 0.022418174892663956]",,
121,1159,,,,,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]",,,"[0.96875, 0.9375, 1.0, 1.0, 1.0, 1.0, 0.96875]",,"[0.044172804802656174, 0.09626947343349457, 0.004072323441505432, 0.0013970695436000824, 0.010091327130794525, 0.0016776695847511292, 0.13626796007156372]",,
122,1169,,,,,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]",,,"[1.0, 1.0, 0.9375, 1.0, 1.0, 1.0, 1.0]",,"[0.0012268424034118652, 0.0021041855216026306, 0.08013895153999329, 0.0016407407820224762, 0.002337045967578888, 0.011260461062192917, 0.002907935529947281]",,
123,1179,,,,,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]",,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",,"[0.0010827817022800446, 0.0029872730374336243, 0.0012344680726528168, 0.005875691771507263, 0.009094767272472382, 0.016670674085617065, 0.028471391648054123]",,
124,1189,,,,,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]",,,"[0.96875, 1.0, 1.0, 0.96875, 0.9375, 1.0, 1.0]",,"[0.0456169918179512, 0.0015296489000320435, 0.014880269765853882, 0.05410843715071678, 0.15441954135894775, 0.001065574586391449, 0.0009035877883434296]",,
125,1199,"[0.9986894130706787, 0.9913366436958313, 0.8682864308357239, 0.9939098954200745, 0.9393564462661743, 0.9890109896659851, 1.0]","[1.0, 0.9987146258354187, 0.9137930870056152, 0.9975639581680298, 0.9962025284767151, 1.0, 1.0]","[0.9913473129272461, 0.9963414669036865, 0.9450549483299255, 0.9946380853652954, 0.9951159954071045, 0.9935897588729858, 0.992601752281189]","[0.998769998550415, 0.997481107711792, 0.9898348450660706, 1.0, 0.9833971858024597, 0.9913473129272461, 0.9975031018257141]","[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]",,"[0.9981250166893005, 0.9985156059265137, 0.9680469036102295, 0.9948437213897705, 0.9896093606948853, 0.9935156106948853, 0.9947656393051147]","[1.0, 1.0, 0.96875, 0.96875, 1.0, 1.0, 1.0]","[0.007869726046919823, 0.006889140699058771, 0.09569059312343597, 0.0170498825609684, 0.03232121467590332, 0.021804051473736763, 0.017711825668811798]","[0.006746221333742142, 0.0005153566598892212, 0.06892871856689453, 0.03563623130321503, 0.008059781044721603, 0.0025542043149471283, 0.005021970719099045]","[0.9971874952316284, 0.9959375262260437, 0.9293749928474426, 0.9965624809265137, 0.9784374833106995, 0.9934375286102295, 0.9975000023841858]","[0.01683375984430313, 0.013317788951098919, 0.21331897377967834, 0.012083248235285282, 0.08020083606243134, 0.018149947747588158, 0.013072608970105648]"
126,1200,,,,,,"[9.999999747378752e-05, 9.999999747378752e-05, 9.999999747378752e-05, 9.999999747378752e-05, 9.999999747378752e-05, 9.999999747378752e-05, 9.999999747378752e-05]",,,,,,
127,1209,,,,,"[6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0]",,,"[1.0, 0.96875, 1.0, 1.0, 0.96875, 1.0, 1.0]",,"[0.003091380000114441, 0.09075768291950226, 0.0005284994840621948, 0.0016789510846138, 0.08719894289970398, 0.008883927017450333, 0.0008663646876811981]",,
128,1219,,,,,"[6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0]",,,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.96875, 1.0]",,"[0.007288943976163864, 0.00011039525270462036, 0.0025371424853801727, 0.021152999252080917, 0.00029101595282554626, 0.03288493677973747, 0.030411183834075928]",,
129,1229,,,,,"[6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0]",,,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.96875, 1.0]",,"[1.9259750843048096e-05, 0.0007480345666408539, 0.003284081816673279, 0.004354435950517654, 0.0006856918334960938, 0.06914563477039337, 0.000347331166267395]",,
130,1239,,,,,"[6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0]",,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",,"[0.002970390021800995, 0.0034848488867282867, 0.0007029622793197632, 0.007247462868690491, 0.00797390565276146, 0.0005184635519981384, 0.015293776988983154]",,
131,1249,,,,,"[6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0]",,,"[0.96875, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9375]",,"[0.04076409712433815, 0.0014271065592765808, 0.0015240535140037537, 0.0010195337235927582, 0.0022466517984867096, 0.00404469296336174, 0.1611860990524292]",,
132,1259,,,,,"[6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0]",,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",,"[0.0010146498680114746, 0.002459537237882614, 0.04539002478122711, 0.000893767923116684, 0.0011320002377033234, 0.0004814267158508301, 0.010417953133583069]",,
133,1269,,,,,"[6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0]",,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.96875]",,"[0.003077920526266098, 0.0005719289183616638, 0.0413154698908329, 0.000873081386089325, 0.0009829029440879822, 0.023336749523878098, 0.05822429060935974]",,
134,1279,,,,,"[6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0]",,,"[1.0, 0.9375, 1.0, 0.96875, 1.0, 1.0, 0.90625]",,"[0.003574058413505554, 0.149830162525177, 0.0002470351755619049, 0.025623619556427002, 0.001806214451789856, 0.0067466869950294495, 0.2745968699455261]",,
135,1289,,,,,"[6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0]",,,"[0.96875, 1.0, 0.9375, 0.96875, 1.0, 0.9375, 0.875]",,"[0.04566257819533348, 0.0005835369229316711, 0.1338682770729065, 0.028725776821374893, 0.005435466766357422, 0.4430943727493286, 0.21589168906211853]",,
136,1299,,,,,"[6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0]",,,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.96875, 1.0]",,"[0.001141611486673355, 0.014594901353120804, 0.003538314253091812, 0.001339055597782135, 0.004783421754837036, 0.05476173758506775, 0.00036846473813056946]",,
137,1309,,,,,"[6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0]",,,"[1.0, 0.9375, 1.0, 0.90625, 1.0, 1.0, 1.0]",,"[0.0040357112884521484, 0.1481662392616272, 0.003264710307121277, 0.13839736580848694, 0.0065450482070446014, 0.005232285708189011, 0.0029061101377010345]",,
138,1319,,,,,"[6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0]",,,"[0.96875, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",,"[0.11152029037475586, 0.0005748197436332703, 0.003427509218454361, 0.03603779152035713, 0.021017659455537796, 0.002258267253637314, 0.0017610490322113037]",,
139,1329,,,,,"[6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0]",,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",,"[0.006628885865211487, 0.0008491650223731995, 0.05950412154197693, 0.020899798721075058, 0.00032028183341026306, 0.007425457239151001, 0.0017201267182826996]",,
140,1339,,,,,"[6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0]",,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.96875]",,"[0.002042476087808609, 0.001247599720954895, 0.000812530517578125, 0.0022449977695941925, 0.005291983485221863, 0.034287258982658386, 0.04501166567206383]",,
141,1349,,,,,"[6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0]",,,"[1.0, 1.0, 0.96875, 1.0, 1.0, 1.0, 0.90625]",,"[0.0008537508547306061, 0.006167620420455933, 0.06031838431954384, 0.000522274523973465, 0.00246303528547287, 0.011887241154909134, 0.12971702218055725]",,
142,1359,,,,,"[6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0]",,,"[1.0, 0.96875, 1.0, 1.0, 1.0, 1.0, 0.96875]",,"[0.004291452467441559, 0.055417660623788834, 0.011934705078601837, 0.0006097592413425446, 0.04059794172644615, 0.01639213040471077, 0.07682797312736511]",,
143,1369,,,,,"[6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0]",,,"[0.96875, 1.0, 0.96875, 1.0, 1.0, 1.0, 1.0]",,"[0.06803975254297256, 0.030808717012405396, 0.045375335961580276, 0.0022511333227157593, 0.002950165420770645, 0.020483464002609253, 0.0010112188756465912]",,
144,1379,,,,,"[6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0]",,,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.96875, 1.0]",,"[0.011462759226560593, 0.0003971904516220093, 0.006173800677061081, 0.008501384407281876, 0.005369555205106735, 0.04953809082508087, 0.0049081481993198395]",,
145,1389,,,,,"[6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0]",,,"[1.0, 0.96875, 1.0, 1.0, 1.0, 1.0, 1.0]",,"[0.027777552604675293, 0.15415449440479279, 0.0026701129972934723, 0.0026331618428230286, 0.0016678683459758759, 0.0010206326842308044, 0.009983178228139877]",,
